"artist","title","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","valence","label"
"Wilshire","When","0.143","0.422","0.561","0.9","0","0.844","-10.774","0","0.0469","143.94","0.363","0"
"Autonomous Bass Heads","Beat Conductor","2.6E-4","0.653","0.792","0.883","6","0.13","-6.283","0","0.0517","138.011","0.469","0"
"Cowboy Mouth","Disconnected","0.0107","0.653","0.881","0.0","9","0.0858","-5.371","1","0.046","109.989","0.745","0"
"Jeff Talmadge","The Hard Part's Letting Go","0.464","0.496","0.395","0.255","2","0.111","-11.832","1","0.0263","80.031","0.159","0"
"Krystof","Ostravaczech","0.684","0.661","0.511","0.0335","0","0.658","-10.138","1","0.0292","130.051","0.512","0"
"Dwight Twilley","Tomorrow Never Knows","0.0154","0.394","0.587","1.05E-6","7","0.102","-8.684","1","0.0374","120.998","0.037","0"
"Tum Tum","So Fresh","0.387","0.784","0.534","0.0","8","0.107","-8.12","1","0.414","77.548","0.778","0"
"Johnny Osbourne","Come ALong","0.0464","0.748","0.43","0.0","6","0.172","-7.489","0","0.0987","135.309","0.647","1"
"Moraes Moreira","Banho De Amor","0.358","0.78","0.608","1.14E-6","0","0.104","-6.608","1","0.0495","132.92","0.806","0"
"Darko","Danote","0.524","0.644","0.701","0.908","10","0.093","-14.451","0","0.0625","124.398","0.739","0"
"Petra","Angel Of Light (Never Say Die Album Version)","0.366","0.618","0.752","0.0","11","0.0857","-3.655","0","0.0421","100.655","0.773","0"
"Plasmatics","Dream Lover","0.00369","0.263","0.96","0.00791","0","0.051","-4.578","1","0.203","125.84","0.236","0"
"Inspiral Carpets","Party In The Sky","2.59E-5","0.418","0.472","0.579","7","0.109","-11.492","1","0.0295","93.287","0.583","0"
"Yuridia","Regresa A Mi (Unbreak My Heart)","0.312","0.637","0.451","9.61E-6","2","0.188","-7.281","0","0.0243","110.006","0.303","0"
"Furry Lewis","I Will Turn Your Money Green (Tk. 1)","0.989","0.48","0.087","5.71E-4","0","0.113","-15.607","1","0.0671","105.477","0.353","1"
"Dirty Harry","The Fortway","4.0E-5","0.864","0.783","0.884","8","0.119","-11.741","0","0.0603","126.42","0.904","0"
"Alberto Cortez","Guitarra Dimelo Tu","0.904","0.449","0.552","0.0125","3","0.0986","-6.156","1","0.0297","89.597","0.296","0"
"Bounty Killer","Gun Thirsty","0.0407","0.911","0.845","0.0","11","0.396","-7.282","1","0.39","96.047","0.865","0"
"M.I.K.E.","Hollow Dream","0.0029","0.619","0.365","0.932","6","0.0734","-11.311","1","0.0649","134.991","0.277","0"
"Bill & Gloria Gaither","Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version)","0.346","0.64","0.584","0.0","1","0.693","-11.765","1","0.0307","116.875","0.83","0"
"Gyptian","Lonely","0.495","0.807","0.507","8.21E-6","3","0.0797","-8.063","1","0.106","80.076","0.746","0"
"Les Hou-Lops","Hold me","0.37","0.549","0.553","0.0","2","0.287","-9.409","1","0.027","111.82","0.624","1"
"Camp Lo","Uptown","0.0495","0.721","0.949","0.0","6","0.327","-5.685","1","0.278","83.028","0.835","0"
"Wonderland","You","0.857","0.359","0.702","0.0","0","0.0888","-8.247","1","0.276","176.938","0.256","0"
"Blackalicious","Ego Trip by Nikki Giovanni","0.223","0.683","0.671","0.0","1","0.103","-5.601","0","0.31","75.338","0.962","0"
"The Shirelles","Dedicated To The One I Love","0.812","0.398","0.325","0.0","10","0.169","-6.159","1","0.0382","80.563","0.454","1"
"Alice In Chains","I Know Somethin (Bout You)","8.47E-5","0.415","0.811","1.1E-6","8","0.301","-9.748","0","0.0654","112.174","0.605","0"
"Toots & The Maytals","Sweet & Dandy","0.683","0.642","0.701","1.95E-5","3","0.199","-9.412","1","0.108","156.795","0.961","0"
"Fever Ray","When I Grow Up","0.362","0.472","0.631","0.533","0","0.153","-9.66","1","0.0526","122.538","0.548","0"
"Flor Silvestre","Gaviota Traidora","0.568","0.633","0.479","2.61E-6","10","0.0966","-4.093","1","0.0389","129.534","0.903","0"
"Patrick Lamb","I Remember","0.187","0.666","0.846","0.139","9","0.178","-5.739","0","0.0513","92.992","0.952","0"
"Asleep At The Wheel","Let Me Go Home Whiskey","0.811","0.629","0.376","0.0025","9","0.0717","-15.606","1","0.0623","142.997","0.55","1"
"Amoral","The Last Round","6.16E-6","0.252","0.917","0.826","7","0.142","-5.599","1","0.107","106.476","0.296","0"
"L.A. Guns","Magdalaine","0.002","0.251","0.771","4.8E-5","1","0.0683","-13.096","1","0.0605","156.599","0.361","0"
"Stan","Luv","0.238","0.86","0.436","3.51E-6","5","0.123","-9.665","1","0.0461","120.007","0.55","0"
"S.U.P","Insanity","0.0248","0.73","0.66","0.902","4","0.0963","-8.235","0","0.0481","118.023","0.0396","0"
"Butthole Surfers","Wichita Cathedral [live]","0.0125","0.259","0.902","0.00276","9","0.673","-5.802","1","0.0718","109.107","0.19","0"
"Los Brujos","Si Yo Tuviera","0.481","0.64","0.335","0.0","7","0.211","-17.054","0","0.889","88.657","0.779","0"
"Janis Joplin","Piece Of My Heart","0.263","0.443","0.727","1.41E-4","4","0.169","-7.951","1","0.145","160.82","0.566","0"
"Vivian","Better","0.0536","0.693","0.647","0.0","10","0.0775","-6.287","0","0.176","82.001","0.812","0"
"Varios","II Allegro","0.95","0.715","0.344","0.912","5","0.163","-16.322","1","0.0446","112.368","0.864","0"
"Atom","Merzwaltz","0.0852","0.547","0.309","0.892","1","0.159","-12.926","1","0.371","161.865","0.334","0"
"Charlie Peacock","Hot Night Downtown","0.492","0.763","0.64","2.35E-4","11","0.195","-9.923","0","0.0314","118.16","0.878","0"
"Paul Geremia","Tootie Blues","0.83","0.624","0.337","6.3E-4","0","0.0867","-13.678","1","0.0601","116.3","0.783","1"
"Monique Marvez","No Bad Oral Sex / Dick Dessert","0.837","0.525","0.687","0.0","8","0.434","-8.813","1","0.816","86.661","0.671","0"
"Dancecore Allstars","When The Sun Comes Out","0.00473","0.652","0.962","0.00102","10","0.242","-6.961","1","0.117","143.013","0.239","0"
"Sean Kingston","Face Drop","0.00104","0.634","0.827","0.0","2","0.326","-3.687","1","0.0393","83.994","0.739","1"
"Blind Lemon Jefferson","Gone Dead On You Blues","0.956","0.579","0.235","0.0","5","0.271","-10.608","0","0.0488","118.501","0.473","1"
"Sergio Dalma","La Marca De Tus Labios","0.00642","0.562","0.555","0.0","0","0.301","-5.476","1","0.0282","124.021","0.418","0"
"The Jane Shermans","Ammunition","8.82E-5","0.531","0.86","0.00891","9","0.0888","-6.473","0","0.0407","140.245","0.688","0"
"Bon Jovi","I Love This Town","4.02E-5","0.482","0.871","4.14E-6","2","0.323","-4.61","1","0.0455","134.047","0.741","1"
"Bescenta","So In Love","0.478","0.761","0.534","0.0","6","0.131","-5.287","0","0.0372","127.004","0.297","0"
"Dave ""Baby"" Cortez","The Happy Organ","0.544","0.636","0.888","0.141","1","0.0763","-6.811","1","0.0314","91.19","0.97","1"
"Bloomfield","Quartier Latin","0.0032","0.692","0.503","0.643","10","0.0486","-11.126","0","0.0289","90.014","0.36","0"
"Andrew W.K.","Can You Dance With Me?","0.0166","0.464","0.978","0.0","2","0.33","-1.474","1","0.0524","80.959","0.721","0"
"John Debney","Buddy and Santa's Flight","0.678","0.263","0.291","0.929","0","0.0737","-16.912","1","0.0348","82.566","0.252","0"
"Rakim","Outro","0.676","0.648","0.0841","0.0","0","0.12","-22.554","1","0.808","80.852","0.657","0"
"Tommy James And The Shondells","Out Of The Blue","0.54","0.563","0.523","0.0","0","0.228","-10.685","1","0.063","134.553","0.562","1"
"Coraleena Ellis","Wide Awake In A Dream","0.199","0.77","0.512","0.00424","11","0.0638","-12.043","0","0.0357","131.999","0.826","1"
"Terry Callier","Satin Doll","0.68","0.409","0.0534","7.88E-6","7","0.145","-20.095","1","0.0308","61.111","0.116","0"
"The Chieftains","The Raggle Taggle Gypsy","0.53","0.581","0.673","4.98E-5","2","0.23","-6.206","0","0.0345","104.825","0.823","0"
"Peter Spence","Baby I","0.0376","0.754","0.442","1.9E-5","8","0.0698","-9.381","1","0.194","145.948","0.67","1"
"Vusi Mahlasela","Pata Pata","0.00308","0.654","0.834","3.82E-6","2","0.0337","-5.912","1","0.0351","138.017","0.965","0"
"Marimba Alma De Chiapas De Juan Palacios","Atotonilco","0.0494","0.732","0.678","0.745","10","0.218","-8.958","1","0.0498","147.005","0.953","0"
"Precious Bryant","When The Saints Go Marching In","0.912","0.53","0.297","3.84E-4","9","0.123","-9.47","1","0.0401","132.915","0.267","1"
"Casiotone For The Painfully Alone","Town Topic (Instrumental)","0.107","0.802","0.828","0.954","5","0.0711","-10.461","1","0.0497","126.189","0.841","0"
"Singing Melody","Player No More","0.362","0.666","0.44","0.0","9","0.392","-13.259","1","0.151","81.14","0.567","0"
"Jeff Wahl","Waterfall","0.946","0.656","0.439","0.968","11","0.11","-22.803","1","0.0873","121.804","0.656","0"
"Kapelle Herrenweide","Humppa","0.105","0.516","0.642","0.0","2","0.0719","-11.692","0","0.0394","108.398","0.743","0"
"Jamie Richards","Easier By Now","0.358","0.6","0.394","0.0","2","0.141","-10.095","1","0.0377","83.844","0.177","0"
"Marcelo Radulovich","Spirit and Machine","0.602","0.267","0.526","0.0116","1","0.504","-13.076","1","0.0529","87.538","0.264","0"
"John Debney","Porcelain Man","0.8","0.0711","0.0984","0.092","10","0.0987","-37.014","1","0.134","76.788","0.05","1"
"Sonic Subjunkies","Turntable Terrorist","0.866","0.394","0.974","0.562","6","0.241","-10.829","0","0.158","99.656","0.0334","0"
"Backstreet Boys","PDA","0.00518","0.798","0.84","0.0","6","0.142","-6.559","0","0.0879","122.958","0.867","0"
"Lizzy Borden","(Wake Up) Time to Die","0.00545","0.207","0.828","3.52E-4","9","0.115","-9.083","0","0.0851","84.285","0.166","0"
"Eddie Turner","Jody","0.00575","0.659","0.89","0.00762","9","0.126","-3.649","1","0.063","107.036","0.764","0"
"DJ Slugo","Where the Rats 3","0.0616","0.892","0.648","0.907","6","0.111","-9.342","1","0.153","160.093","0.133","0"
"Neeme Jarvi","Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court)","0.783","0.393","0.373","0.903","1","0.0747","-18.08","1","0.0492","130.344","0.229","0"
"Jack Off Jill","Horrible","9.75E-4","0.516","0.828","3.44E-5","10","0.0658","-6.894","0","0.21","178.293","0.94","0"
"K's Choice","Another Year","0.0256","0.319","0.702","1.4E-5","9","0.305","-8.622","1","0.039","163.682","0.483","0"
"Los Fabulosos Cadillacs","Noches Arabes","0.0333","0.784","0.469","0.763","0","0.0855","-15.948","0","0.0517","124.932","0.785","0"
"NAZCA PERU","Aurora","0.182","0.644","0.859","1.61E-4","11","0.241","-5.574","0","0.0287","147.685","0.969","0"
"Hatesex","Hatesex (Reborn)","2.85E-6","0.481","0.678","0.652","1","0.148","-9.985","1","0.0319","127.005","0.442","0"
"The Impressions","Ridin' High","0.582","0.625","0.466","0.0","6","0.106","-7.665","1","0.0337","73.452","0.683","0"
"Sheila Walsh","Circle Of Hands (For A Time Like This Album Version)","0.166","0.562","0.726","4.04E-5","5","0.443","-10.191","1","0.0353","88.026","0.799","1"
"John Hiatt","Memphis In The Meantime","0.144","0.642","0.798","1.01E-4","4","0.0815","-11.138","1","0.0372","90.6","0.921","0"
"Kool Moe Dee","Knowledge Is King","0.137","0.847","0.828","1.53E-6","6","0.101","-12.497","1","0.0795","125.764","0.451","0"
"Carlos Ponce","Decir Adios","0.311","0.593","0.517","0.0","1","0.124","-8.567","0","0.0278","126.954","0.227","0"
"Desert Dwellers","Pranafestation","0.16","0.392","0.644","0.735","7","0.0801","-8.73","0","0.0379","129.994","0.141","0"
"Brand X","Collapsar","0.937","0.222","0.201","0.772","0","0.105","-25.553","1","0.0577","85.011","0.0364","0"
"Black Eyed Peas","Let's Get It Started","0.103","0.785","0.794","0.0","2","0.196","-2.197","1","0.113","105.0","0.783","1"
"Lizzy Borden","There Will Be Blood Tonight","1.29E-4","0.256","0.99","0.0","10","0.226","-2.713","0","0.107","113.298","0.398","0"
"The Merry Macs","Sentimental Journey","0.928","0.883","0.197","0.0","0","0.116","-15.254","0","0.0515","112.697","0.464","1"
"Righteous Brothers","Harlem Shuffle","0.34","0.531","0.619","0.00371","8","0.0656","-7.759","1","0.045","206.648","0.536","0"
"Casual","I believe","0.801","0.647","0.302","1.46E-5","4","0.104","-11.976","1","0.0657","127.766","0.377","0"
"The Tragically Hip","The Drop-Off","1.13E-4","0.213","0.959","4.71E-6","6","0.366","-3.718","0","0.0873","166.148","0.729","0"
"Scott Krippayne","In The Name Of God (Gentle Revolution Album Version)","0.91","0.316","0.0762","2.05E-6","5","0.11","-13.646","1","0.0373","80.838","0.203","0"
"Michael Jackson","Tabloid Junkie","0.0866","0.814","0.877","7.36E-5","1","0.277","-7.134","0","0.152","111.179","0.58","0"
"Sui Generis","Bubulina","0.48","0.327","0.444","4.66E-4","9","0.394","-9.8","0","0.0368","122.622","0.0443","0"
"Bebo Norman","Borrow Mine","0.00374","0.451","0.685","3.67E-5","1","0.144","-5.347","1","0.0283","144.08","0.436","0"
"Photek","Under The Palms","0.758","0.196","0.231","0.102","7","0.124","-13.288","1","0.0385","97.519","0.0365","0"
"Isabel Pantoja","Limosna De Amores","0.865","0.429","0.701","0.0","4","0.954","-4.872","0","0.0594","113.429","0.409","0"
"BigElf","Superstar","0.0344","0.514","0.589","0.0","5","0.851","-4.098","1","0.0422","120.287","0.729","0"
"Orquesta Sublime","Seis Perlas Cubanas","0.933","0.624","0.287","0.00132","7","0.0301","-11.41","1","0.073","101.611","0.899","0"
"Juanes","Rebelion","0.109","0.635","0.941","2.9E-4","11","0.846","-5.301","0","0.0541","97.964","0.477","0"
"Bobby Pulido","Mi Alma Esta Enamorada","0.159","0.416","0.795","2.35E-4","2","0.191","-4.753","1","0.0647","199.854","0.836","0"
"Mish Mash","Pish Tash","0.359","0.591","0.339","0.56","9","0.103","-9.671","1","0.0608","126.94","0.551","0"
"Gustavo Santaolalla","Moving Up","0.934","0.457","0.188","0.916","11","0.116","-16.323","0","0.0407","75.027","0.153","0"
"Isaacs","Did You Ever Go Sailin'","0.464","0.622","0.464","1.32E-6","6","0.979","-14.659","1","0.0651","103.838","0.324","0"
"Mike And The Mechanics","Nobody's Perfect","0.381","0.586","0.575","0.0","10","0.335","-10.614","1","0.0299","97.897","0.362","1"
"In Extremo","Vollmond","3.88E-4","0.588","0.877","0.00512","2","0.203","-3.358","0","0.0491","106.031","0.477","0"
"Who Made Who","This Train (Munk Edit)","0.302","0.767","0.72","0.729","9","0.116","-7.181","1","0.0611","138.01","0.194","0"
"Don Francisco","Give Your Heart a Home","0.317","0.576","0.271","0.0652","7","0.127","-14.551","1","0.0316","107.115","0.687","0"
"Mavado","Real McKoy Feat. Busy Signal","0.0113","0.745","0.623","0.0","7","0.0756","-5.416","1","0.332","100.113","0.568","0"
"Nicola Fasano feat. Paula B.","Missing","0.00262","0.741","0.615","0.345","9","0.0229","-7.862","0","0.064","126.004","0.789","0"
"Ocho y Media","A la Hora","0.662","0.681","0.896","0.0277","9","0.102","-3.024","1","0.0456","94.062","0.946","0"
"Atari Teenage Riot","Destroy 2000 Years Of Culture","0.00258","0.346","0.948","0.946","7","0.347","-5.422","1","0.0781","108.12","0.0348","0"
"RUN-DMC","Crack","0.00457","0.794","0.799","0.0","1","0.087","-6.043","0","0.573","193.391","0.545","0"
"Otis Spann","Evil Ways","0.991","0.518","0.445","0.367","5","0.278","-11.567","1","0.0295","115.348","0.57","0"
"Atman","Distant Voices","0.62","0.654","0.38","0.947","1","0.0998","-13.304","0","0.0316","91.002","0.342","0"
"Frank Ifield","Give Me Your Word","0.582","0.509","0.277","4.02E-6","4","0.227","-13.98","1","0.0319","101.615","0.516","1"
"Gonzalo Rubalcaba","Improv #1","0.966","0.291","0.167","0.931","10","0.106","-23.477","1","0.0577","68.724","0.186","0"
"George Lopez","Kids In the Store","0.851","0.386","0.736","0.0","10","0.914","-14.317","1","0.946","75.839","0.354","0"
"Cam'Ron / Juelz Santana","Losing Weight Part 2","0.00889","0.606","0.637","0.0","2","0.267","-6.271","1","0.327","82.842","0.418","0"
"Minipop","Fingerprints","0.0232","0.362","0.709","7.03E-5","2","0.18","-4.86","1","0.0338","160.3","0.246","0"
"Krystof","Star","0.0715","0.568","0.537","0.0","4","0.28","-7.084","0","0.0299","105.047","0.354","0"
"Jeff Beck Group","Jody","0.153","0.385","0.686","1.94E-4","0","0.255","-11.318","1","0.0397","154.831","0.805","0"
"The Del McCoury Band","Rain Please Go Away","0.172","0.604","0.588","3.28E-4","11","0.187","-10.187","1","0.0291","104.941","0.928","1"
"Mack and Jamie","Goofy Golf","0.63","0.705","0.339","0.0","3","0.128","-22.068","0","0.876","50.736","0.753","0"
"F4","Get Back","0.0108","0.649","0.965","0.0782","2","0.276","-10.796","1","0.0403","135.063","0.744","0"
"Taste","On The Boards","0.0173","0.365","0.542","0.00407","7","0.158","-14.721","1","0.0391","94.508","0.644","0"
"Cece Winans","Life","0.00549","0.683","0.809","3.8E-4","0","0.879","-4.411","1","0.0886","132.985","0.808","0"
"Joanna Connor","Meditations","0.958","0.461","0.2","0.0407","7","0.347","-14.127","1","0.0319","99.339","0.181","0"
"Toots & The Maytals","She Will Never Let Me Down","0.518","0.737","0.465","0.0","10","0.0644","-10.666","1","0.041","120.847","0.905","0"
"Hemdale","Pus-Filled Carcass","1.27E-5","0.396","0.713","0.763","10","0.217","-8.968","0","0.0482","120.976","0.194","0"
"Hot Tuna","Death Don't Have No Mercy","0.406","0.572","0.189","0.12","2","0.573","-16.239","1","0.0345","116.294","0.448","1"
"Year Long Disaster","Stranger In My Room","7.51E-4","0.428","0.909","4.25E-6","2","0.16","-4.618","1","0.0578","166.167","0.334","0"
"Sam Fan Thomas","Sabina","0.0415","0.71","0.885","0.00244","1","0.327","-7.374","1","0.0611","122.941","0.856","0"
"Bob Wills","Bubbles in My Beer","0.994","0.405","0.251","0.951","0","0.356","-15.838","1","0.0397","171.704","0.744","1"
"Bacilos","Sangre americana","0.412","0.68","0.768","0.0","5","0.231","-5.255","1","0.0466","155.951","0.909","0"
"Jimmy McGriff","Hip Hug Her","0.00225","0.779","0.517","0.492","10","0.0634","-14.012","0","0.092","105.509","0.455","1"
"Terminal 11 feat. b.b0Nd","In Place Of Love [edit]","0.00432","0.546","0.973","0.00378","1","0.467","-8.486","1","0.109","126.826","0.118","0"
"Smidi Beats","Grin'in In Ya Face","0.00897","0.862","0.606","0.772","6","0.604","-8.418","1","0.122","139.171","0.769","0"
"Shinehead","World Of The Video Game","0.126","0.847","0.643","0.0","10","0.336","-13.468","0","0.262","105.155","0.864","0"
"Sergio Franchi","Arrivederci Roma","0.936","0.44","0.154","2.53E-4","7","0.132","-15.704","1","0.0383","114.609","0.248","0"
"Cool cavemen","Burlesque burglary","0.331","0.536","0.825","0.0","0","0.0908","-4.261","1","0.0466","90.014","0.719","0"
"Johnny Osbourne","Mine Yuh Business","0.158","0.778","0.521","1.31E-6","7","0.0565","-11.649","1","0.166","171.334","0.783","0"
"Roni Size","Encore","0.00736","0.44","0.978","1.02E-4","1","0.959","-2.753","0","0.342","174.962","0.427","0"
"Bally Sagoo","Punjabian Di Chale Glassi","0.317","0.717","0.944","1.85E-6","6","0.361","-2.844","0","0.0853","95.999","0.865","0"
"Whitney Cummings","Romance","0.908","0.392","0.991","0.0","2","0.928","-2.268","1","0.544","83.99","0.707","0"
"Nick Cave & The Bad Seeds","Rock Of Gibraltar","0.023","0.237","0.645","1.52E-4","7","0.178","-7.97","1","0.0365","167.066","0.53","0"
"Nando Lauria","O Come All Ye Faithful","0.917","0.143","0.204","0.664","10","0.148","-14.753","1","0.0318","49.564","0.0755","0"
"Charlie McCoy","Blue Yodel No. 1(T For Texas)","0.355","0.573","0.322","0.156","4","0.209","-14.057","1","0.031","136.274","0.747","1"
"Ross","I Promise My Heart","0.00516","0.609","0.892","0.082","5","0.101","-9.5","0","0.0364","135.761","0.797","0"
"Oak Ridge Boys","Hide Thou Me","0.878","0.298","0.446","0.0232","7","0.133","-9.087","1","0.0289","71.036","0.286","1"
"Kerson","Melody","8.27E-4","0.807","0.634","0.873","0","0.359","-9.942","1","0.0628","124.977","0.0271","0"
"Army of the Pharoahs","Narrow Grave","0.388","0.755","0.665","3.38E-5","7","0.111","-5.647","1","0.245","92.271","0.51","0"
"Jean Gabin","C'est moi le mari","0.989","0.698","0.367","0.0082","6","0.117","-12.379","1","0.0535","95.531","0.831","0"
"Streetwize","No One","0.118","0.677","0.572","0.588","4","0.123","-9.062","1","0.0263","92.99","0.64","0"
"Cheo Feliciano","Juguete","0.492","0.335","0.298","8.31E-5","3","0.553","-14.847","1","0.0324","156.812","0.535","0"
"Screamin' Jay Hawkins","I Put a Spell on You","0.583","0.744","0.434","0.0151","5","0.0715","-10.807","0","0.0845","173.871","0.939","0"
"Atman","Luminous Bliss","0.208","0.631","0.62","0.0715","9","0.068","-8.613","0","0.0361","118.006","0.211","0"
"A-Studio","S.O.S.","0.0128","0.659","0.39","0.0384","5","0.136","-11.426","0","0.0715","99.998","0.77","0"
"Bellatrax feat. Tina Cousins","Can't Hold Back","0.0174","0.533","0.935","9.9E-6","5","0.114","-5.554","0","0.0688","127.985","0.494","0"
"Forensics","Boat Day At the Marina","0.0414","0.363","0.684","0.875","11","0.29","-7.014","0","0.0916","124.559","0.612","0"
"Sandy Posey","When Will I Be Loved","0.153","0.685","0.585","0.0","4","0.116","-13.315","1","0.0343","121.06","0.836","1"
"US Coast Guard Band","Fanfare For Freedom","0.958","0.568","0.342","0.909","10","0.2","-16.237","1","0.0663","120.14","0.146","0"
"The Winans","Are We Really Doing Your Will","0.687","0.485","0.377","4.72E-6","0","0.0688","-10.416","1","0.0473","137.745","0.301","1"
"Kathleen Madigan","Religion","0.657","0.594","0.6","0.0","7","0.915","-13.809","1","0.922","116.618","0.515","0"
"Stephan Micus","Contessa Entellina","0.962","0.119","0.00888","0.0134","8","0.223","-26.802","1","0.044","61.924","0.0397","0"
"Radney Foster","Again","0.39","0.439","0.539","3.31E-4","0","0.191","-4.885","1","0.0328","140.823","0.349","0"
"The Clark Sisters","Drummer Boy","0.0373","0.714","0.788","4.48E-4","8","0.364","-8.994","1","0.102","108.74","0.221","1"
"A Challenge Of Honour","Heiliges Feuer","0.987","0.538","0.64","0.918","9","0.0772","-11.862","0","0.0384","119.927","0.403","0"
"Marisela","Un Amor En El Olvido","0.293","0.552","0.596","1.1E-6","2","0.161","-5.795","1","0.0575","169.564","0.383","0"
"Ed Calle","Bar Talk","0.381","0.692","0.627","0.688","5","0.117","-6.154","1","0.026","115.996","0.484","0"
"Boards of Canada","Happy Cycling","0.0083","0.907","0.492","0.863","5","0.121","-12.181","0","0.121","99.996","0.459","1"
"MU330","Cursed Again","0.327","0.696","0.565","0.555","0","0.116","-7.933","0","0.0506","126.416","0.307","0"
"Simon & Garfunkel","Old Friends","0.904","0.516","0.118","1.12E-6","11","0.109","-19.164","1","0.0331","91.693","0.398","0"
"Ed Ames","For Me And My Gal","0.483","0.661","0.406","0.0","0","0.113","-10.394","1","0.031","134.46","0.618","0"
"Jah Cure","Freedom","0.28","0.645","0.547","1.24E-5","8","0.152","-8.716","1","0.123","81.245","0.548","0"
"Nickelback","We Will Rock You","0.0404","0.577","0.905","0.0","4","0.0685","-5.018","0","0.114","80.974","0.288","1"
"George Nooks","Better Way Of Life","0.0183","0.786","0.546","0.0","7","0.381","-6.019","0","0.0462","149.884","0.798","0"
"Willie Clancy","Double Jig: The Rolling Wave","0.952","0.279","0.364","0.963","2","0.103","-10.24","1","0.0376","130.129","0.621","0"
"Keb' Mo'","I'm Amazing","0.645","0.584","0.522","1.72E-5","7","0.124","-10.913","1","0.0311","178.457","0.412","1"
"Statues","Urbania","0.00287","0.491","0.407","7.1E-4","0","0.0603","-8.799","1","0.061","136.589","0.232","0"
"The Jackson Southernaires","Thank You Mama","0.126","0.622","0.671","1.68E-6","5","0.0983","-10.975","0","0.199","170.955","0.704","0"
"The Del McCoury Band","Gone But Not Forgotten","0.0475","0.435","0.716","0.0056","0","0.327","-6.765","1","0.0314","169.859","0.697","0"
"Vivian","Celebration","0.791","0.724","0.29","1.31E-4","8","0.117","-10.973","1","0.0395","120.175","0.467","0"
"Whitney Cummings","Porn","0.825","0.562","0.97","0.0","3","0.801","-4.279","0","0.885","121.631","0.28","0"
"Ronnie Milsap","Why Don't You Spend The Night","0.492","0.62","0.537","7.61E-5","2","0.115","-10.552","1","0.0308","113.842","0.518","0"
"David Bowie","Time Will Crawl (Extended Dance Mix)","0.0493","0.673","0.728","8.88E-4","11","0.324","-11.973","0","0.0422","121.856","0.741","0"
"The Roots","The Ultimate","0.607","0.151","0.0945","0.971","4","0.114","-32.488","1","0.0445","85.597","0.0437","0"
"EPMD","Mr. Bozack","0.0308","0.603","0.648","6.27E-5","6","0.236","-11.664","1","0.299","87.225","0.563","0"
"Bruce BecVar","Razamataz","0.16","0.676","0.35","0.711","7","0.0931","-11.563","1","0.0355","91.279","0.54","0"
"Deborah Coleman","Confused","0.00343","0.585","0.872","0.0","2","0.0697","-3.163","1","0.0351","127.015","0.571","0"
"Dark Fortress","Evenfall","3.85E-5","0.449","0.931","0.288","3","0.092","-4.487","1","0.0545","128.01","0.149","0"
"Time Factory","Fleeting sound","6.7E-4","0.36","0.838","0.0749","1","0.0618","-6.601","1","0.0491","133.995","0.274","0"
"Emilio","Hoy","0.177","0.63","0.537","0.0","7","0.0693","-11.103","1","0.0461","170.024","0.952","0"
"Ayo","Down On My Knees","3.2E-5","0.812","0.852","0.758","1","0.469","-7.87","1","0.0504","121.988","0.789","0"
"Donna The Buffalo","Garden Of Eden","0.0456","0.707","0.827","0.0502","5","0.116","-5.697","0","0.0665","130.397","0.846","0"
"Mindy McCready","Be With Me","0.378","0.41","0.653","7.72E-6","2","0.349","-8.401","1","0.0462","177.763","0.566","0"
"Korn","Right Now","7.26E-4","0.56","0.935","6.45E-4","11","0.0776","-3.609","0","0.0986","102.946","0.383","0"
"Pat Travers","Black Betty","5.69E-4","0.68","0.742","0.00345","1","0.0453","-8.517","1","0.069","114.075","0.747","0"
"Bobby Russell","Jingle Bell Rock","0.948","0.634","0.507","0.403","0","0.3","-13.923","1","0.0318","137.837","0.963","1"
"Sugarman Three","Mulin' Around","0.621","0.52","0.907","0.81","5","0.242","-4.052","0","0.0422","135.479","0.812","1"
"BT","Knowledge Of Self (Evol Intent Remix)","8.86E-5","0.416","0.991","0.929","10","0.955","-6.592","0","0.341","178.258","0.113","0"
"Faking David","Sex Will Sell","0.0273","0.666","0.933","0.00501","2","0.0693","-8.263","1","0.324","106.925","0.301","0"
"Eric Burdon","Hook Of Holland","0.13","0.353","0.874","4.09E-4","9","0.269","-3.9","1","0.0652","147.705","0.588","1"
"Geggy Tah","Special Someone","0.128","0.752","0.49","0.00151","5","0.121","-10.006","1","0.0358","103.048","0.635","0"
"Seamus Egan","McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig)","0.823","0.479","0.515","0.363","2","0.231","-10.059","1","0.0392","128.11","0.926","1"
"Bumblefoot","Piranha","0.0302","0.304","0.867","0.0","2","0.0773","-4.247","1","0.0586","98.299","0.897","0"
"Bukka White","Fixin' To Die Blues","0.884","0.576","0.313","0.668","11","0.109","-10.545","1","0.0373","109.613","0.631","0"
"Foxy Brown / Total","I Can't","0.00955","0.82","0.727","3.68E-4","6","0.221","-3.859","0","0.19","97.15","0.842","0"
":Blacks On :Blondes","Sublime Control","3.15E-4","0.797","0.887","0.874","10","0.0983","-7.377","0","0.0469","124.986","0.365","0"
