"artist","title","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","valence","label"
"Marilyn Horne","Mighty Lak' a Rose","0.99","0.278","0.0951","1.82E-5","3","0.0832","-22.714","1","0.0697","169.628","0.114","1"
"Phantomsmasher","Bishop Hopping","0.0789","0.171","0.944","0.278","3","0.297","-5.856","1","0.352","83.98","0.129","0"
"Isabel Pantoja","Adelante","0.73","0.557","0.494","0.0","0","0.285","-6.522","1","0.0443","89.89","0.223","0"
"THE CHIFFONS","One Fine Day","0.488","0.251","0.868","7.34E-6","1","0.814","-2.685","1","0.128","177.13","0.599","1"
"Jars Of Clay","Don't Stop","7.69E-4","0.657","0.777","0.197","6","0.245","-6.206","1","0.0297","127.974","0.83","1"
"Gran Coquivacoa","Tamborera No. 6","0.063","0.723","0.867","0.0","8","0.0993","-8.597","1","0.128","123.235","0.942","0"
"Bottom Of The Hudson","One of Us","0.283","0.643","0.797","0.00871","10","0.106","-7.599","0","0.033","105.576","0.871","0"
"Mr. Sancho","Slow Love","0.0219","0.605","0.759","0.0","10","0.131","-10.761","0","0.0406","149.897","0.752","1"
"Vilma Palma","Lluvia De Acido","3.52E-4","0.624","0.839","0.00982","2","0.337","-6.314","1","0.149","195.008","0.284","0"
"Joell Ortiz","Warfare","0.11","0.434","0.847","0.0","4","0.319","-5.977","0","0.374","189.786","0.657","0"
"Kim Wilson","Love Attack","0.937","0.579","0.705","0.00309","9","0.364","-6.639","1","0.0639","114.054","0.812","1"
"Johnny Osbourne","Mr. Marshall","0.117","0.81","0.703","0.00952","1","0.101","-8.792","0","0.0398","128.418","0.934","0"
"Fruko Y Sus Tesos","La Fruta Bomba","0.149","0.826","0.845","3.66E-4","8","0.0331","-6.804","1","0.0457","105.88","0.892","0"
"Peggy Zina","Ithaki","0.887","0.699","0.167","0.0","10","0.0905","-12.755","0","0.0322","107.803","0.497","0"
"The Even Dozen Jug Band","The Original Colossal Drag Rag","0.787","0.646","0.716","0.802","4","0.0585","-8.474","0","0.0582","132.093","0.962","1"
"Sylver","Sympathy","0.185","0.726","0.781","0.0275","9","0.182","-8.962","0","0.0481","138.898","0.451","0"
"Bad Religion","Infected","0.00714","0.49","0.845","1.03E-5","9","0.0937","-8.746","0","0.0344","121.575","0.655","0"
"Paul Carrack","I'm On Your Tail","0.0759","0.671","0.702","1.66E-4","10","0.722","-12.231","1","0.0309","99.952","0.763","1"
"The Roots","100% Dundee","0.124","0.629","0.904","0.0","6","0.261","-6.189","0","0.344","99.73","0.721","1"
"32 Leaves","Way Beyond","1.51E-4","0.366","0.642","0.0","11","0.132","-6.271","1","0.0326","138.222","0.474","0"
"Orbit","Nice Ride","0.0961","0.52","0.714","2.76E-5","4","0.0996","-7.597","0","0.0481","106.76","0.42","0"
"Her Majesty's Finest","Snapshot Samurai","0.0019","0.428","0.962","2.91E-6","2","0.101","-4.554","1","0.0712","139.541","0.531","0"
"Big Daddy Rick","Pac's Break","4.99E-4","0.721","0.793","0.848","11","0.371","-10.3","0","0.0548","157.066","0.961","0"
"Lenn Hammond","The Door","0.238","0.785","0.553","0.0","1","0.3","-7.44","1","0.0605","77.2","0.907","1"
"Emery","Dear Death Part 2","0.00118","0.292","0.978","0.0","1","0.407","-3.121","1","0.0664","175.877","0.358","0"
"Seatrain","Abbeville Fair","0.0879","0.589","0.727","3.25E-4","2","0.0568","-5.659","1","0.0427","108.19","0.475","0"
"Line Renaud","Sept Coeurs","0.731","0.601","0.728","0.0","8","0.35","-4.829","1","0.147","76.679","0.9","0"
"Ghorwane","Matarlatanta","0.78","0.553","0.704","3.98E-6","0","0.0644","-11.39","1","0.0748","96.798","0.684","0"
"Gipsy Kings","Tu Quieres Volver","0.841","0.595","0.794","0.00127","5","0.176","-8.059","0","0.0392","165.083","0.407","0"
"Stephen Pearcy","Freak","1.21E-4","0.517","0.951","0.842","6","0.0769","-3.032","1","0.0768","130.195","0.546","0"
"Eagles","Last Good Time In Town","0.2","0.847","0.756","0.0327","9","0.124","-6.623","0","0.0376","115.278","0.965","1"
"The Irish Rovers","Planxty Morgan Magan/ The Morning Dew","0.697","0.412","0.966","0.845","7","0.209","-3.576","1","0.0757","120.095","0.834","1"
"Martin Sexton","Caught In The Rain","0.829","0.523","0.121","1.5E-5","2","0.117","-12.586","1","0.0526","121.801","0.242","1"
"Every Time I Die","Your Touch Versus Death","2.33E-4","0.271","0.931","0.515","4","0.121","-9.761","0","0.0788","97.242","0.145","1"
"Poncho Sanchez / Dianne Reeves","Morning","0.27","0.494","0.608","0.0","5","0.236","-11.686","0","0.0484","108.074","0.694","0"
"Crazy Horse","E se tu lontana sei","0.128","0.283","0.562","9.01E-4","2","0.104","-8.46","0","0.0342","106.615","0.452","0"
"Sir Douglas Quintet","She's About A Mover","0.169","0.632","0.805","3.46E-6","4","0.068","-5.063","1","0.0286","89.641","0.86","1"
"Kelly Sweet","Ready For Love","0.782","0.501","0.456","2.59E-5","10","0.106","-7.908","1","0.034","129.939","0.0773","1"
"Junior Jack","Thrill Me (Atfc's Jackhammer Re-Rub)","1.07E-5","0.748","0.732","0.885","7","0.49","-12.541","1","0.0747","124.996","0.0768","0"
"The Knux","Bang! Bang!","0.00602","0.702","0.733","3.8E-6","4","0.126","-4.522","0","0.127","140.037","0.514","1"
"Tesla","The Way It Is","0.019","0.327","0.823","8.2E-5","7","0.124","-7.122","1","0.0394","94.023","0.489","1"
"Incubus","Just A Phase","0.15","0.611","0.563","0.547","9","0.539","-7.722","1","0.0291","108.002","0.0938","0"
"Faithless","Six","2.24E-5","0.429","0.9","2.95E-4","1","0.483","-3.732","1","0.04","111.782","0.438","0"
"Guns N' Roses","Locomotive (Complicity)","0.00763","0.474","0.983","7.58E-4","4","0.0475","-7.251","1","0.0889","118.182","0.435","0"
"Talking Heads","Two Note Swivel (Unfinished Outtake)","0.00735","0.883","0.468","0.525","7","0.111","-11.893","1","0.0434","116.123","0.799","0"
"Ronnie Milsap","Why Don't You Spend The Night","0.492","0.62","0.537","7.61E-5","2","0.115","-10.552","1","0.0308","113.842","0.518","0"
"Mongo Santamaria","Watermelon Man","0.561","0.712","0.886","0.0457","5","0.0953","-6.862","1","0.0289","119.135","0.903","1"
"Birdapres","None Missing","0.198","0.571","0.648","4.64E-6","1","0.362","-9.673","1","0.256","74.313","0.754","0"
"David Cook","I Did it for You","0.00623","0.342","0.827","0.0","9","0.0783","-3.821","1","0.0369","175.655","0.413","1"
"Danny Wilson","Spencer-Tracey","0.0218","0.609","0.649","0.505","9","0.126","-15.862","0","0.0389","79.113","0.558","0"
"Gwen Stefani","4 In The Morning","0.194","0.709","0.822","1.53E-4","10","0.119","-6.178","1","0.0341","92.409","0.456","1"
"Tantric","Coming Undone","0.00103","0.641","0.936","6.73E-5","9","0.0875","-2.848","0","0.067","140.05","0.6","0"
"Capital Tax","Givin' It Back","0.0238","0.888","0.525","0.00175","11","0.149","-12.418","0","0.239","106.028","0.438","0"
"Mix Mob","Show Me The Way","0.00938","0.646","0.781","0.0","9","0.383","-7.54","1","0.144","93.685","0.785","0"
"Thrice","Red Sky","0.00544","0.535","0.744","0.0278","2","0.106","-4.778","1","0.0465","141.454","0.136","0"
"Vanessa Daou","Black & White","0.33","0.68","0.529","6.2E-5","9","0.0828","-11.202","0","0.0378","113.976","0.246","1"
"William Coulter","The Painter And The Magician","0.938","0.186","0.242","0.91","2","0.162","-14.154","1","0.0391","79.473","0.125","0"
"Alexander O'Neal","When A Man Loves A Woman","0.00219","0.462","0.621","4.05E-5","7","0.0586","-5.129","1","0.03","191.749","0.274","1"
"Stern","Ouverture","5.94E-4","0.837","0.512","0.805","7","0.0988","-14.153","1","0.0906","120.023","0.562","0"
"Seven Mary Three","Hammer & a Stone","0.927","0.322","0.287","0.574","0","0.69","-12.994","1","0.0302","138.012","0.216","1"
"The Villas","To Be In Love","0.361","0.565","0.777","3.4E-5","9","0.117","-7.378","1","0.0416","127.592","0.725","1"
"Otis Spann","Must Have Been The Devil","0.745","0.497","0.292","0.0098","4","0.0954","-17.914","0","0.0596","150.943","0.842","1"
"Jyve V","Maria Morena","7.48E-4","0.801","0.951","6.47E-6","9","0.258","-6.907","0","0.03","132.069","0.976","0"
"MxPx","Answer In The Question","0.00913","0.457","0.949","0.0","7","0.429","-3.21","1","0.0608","130.887","0.493","0"
"Pablo Montero","Ni Gota De Rencor","0.806","0.595","0.375","0.0","2","0.0955","-7.333","1","0.0256","99.756","0.729","0"
"Erik Berglund","Angel Of Heaven's Gate","0.987","0.274","0.101","0.692","3","0.169","-22.883","1","0.0319","95.517","0.0786","0"
"Salt The Wound","From My Hands","2.22E-5","0.262","0.937","0.199","2","0.0741","-5.33","1","0.244","89.718","0.228","0"
"Donna The Buffalo","Each & Every Direction","8.8E-4","0.74","0.633","0.0111","9","0.0811","-6.572","1","0.0284","131.688","0.742","0"
"The Incurables","Scared","0.322","0.484","0.419","2.38E-5","2","0.433","-9.374","1","0.0291","189.544","0.319","1"
"Arthur Brown","Time / Confusion","0.434","0.381","0.488","0.736","5","0.314","-10.569","0","0.043","127.795","0.0916","0"
"Rick Astley","Close To You","0.0179","0.621","0.673","0.0613","2","0.0983","-8.215","1","0.0438","87.024","0.695","1"
"Roy Drusky","Funny How Time Slips Away","0.867","0.707","0.0929","0.272","2","0.109","-22.6","1","0.0322","104.964","0.194","1"
"Marlene Dietrich","Laziest Gal In Town","0.898","0.48","0.334","4.79E-6","3","0.101","-12.247","1","0.0523","99.812","0.406","0"
"Anita Kerr","Over The Rainbow","0.947","0.319","0.348","0.3","3","0.0842","-13.738","1","0.0294","95.684","0.131","0"
"Hank Penny & The Lincoln Penny Orchestra","Dixie","0.521","0.573","0.303","0.132","6","0.0628","-15.125","0","0.0515","121.268","0.66","0"
"Patty Griffin","Moses","0.864","0.401","0.361","0.0","4","0.104","-6.492","1","0.0396","194.6","0.319","0"
"Phantom Planet","The Meantime","4.86E-5","0.471","0.978","0.105","11","0.285","-3.124","0","0.12","132.809","0.333","0"
"Billie Jo Spears","Misty Blue","0.854","0.284","0.198","1.07E-4","5","0.212","-15.652","1","0.0343","95.157","0.308","0"
"BLEED THE SKY","Kettle Black","0.00133","0.474","0.942","0.0294","3","0.217","-6.14","0","0.0952","116.057","0.157","0"
"Open Hand","Tough Guy","1.9E-4","0.454","0.915","4.58E-4","0","0.685","-6.188","1","0.0507","143.899","0.766","0"
"Henri Pousseur","Crosses of crossed colors 3","0.955","0.363","0.248","1.01E-5","0","0.326","-18.665","1","0.115","77.311","0.0987","0"
"Rocky Hill","Hootchie Cootchie Man","0.118","0.307","0.881","0.0106","2","0.0337","-5.507","1","0.0925","139.666","0.873","0"
"Antonio Koudele","Once Upon A Time","0.657","0.757","0.379","0.781","2","0.117","-17.963","1","0.0371","134.162","0.497","0"
"The Dillinger Escape Plan","Parasitic Twins","0.0883","0.52","0.751","0.0736","8","0.245","-7.204","0","0.0403","119.944","0.063","0"
"The Wilburns","One Little Baby","0.768","0.637","0.222","0.0","7","0.137","-11.03","1","0.0331","116.857","0.22","1"
"Top Of The Poppers","Money Money Money","0.0792","0.743","0.486","1.6E-5","9","0.0681","-9.583","0","0.0456","120.902","0.689","1"
"Arkona","Skvoz' Tuman Vekov","3.87E-5","0.422","0.978","0.219","2","0.0355","-6.727","0","0.0664","149.989","0.137","0"
"John Tchicai","Faroe Cave Song","0.0597","0.431","0.502","0.869","4","0.59","-27.991","1","0.0924","114.987","0.286","1"
"Blingtones","Stinky Breath","0.663","0.798","0.462","0.0","10","0.227","-5.06","0","0.563","46.843","0.669","0"
"The London Theatre Orchestra","War Of The Worlds","0.25","0.35","0.444","0.938","0","0.386","-12.504","0","0.0441","129.296","0.404","0"
"John D. Loudermilk","Brown Girl","0.828","0.551","0.312","0.0","5","0.121","-11.263","1","0.0496","114.632","0.478","1"
"Eddie Cantor","Cheer Up! Smile! Nertz!","0.995","0.733","0.272","4.36E-4","0","0.4","-14.927","1","0.0942","116.144","0.788","0"
"Los Munequitos de Matanzas","El Chisme De La Cuchara","0.326","0.579","0.639","5.28E-4","10","0.104","-12.144","0","0.301","132.826","0.828","0"
"Borialis","Hourglass","1.45E-4","0.485","0.94","0.0","2","0.175","-5.674","1","0.0507","87.092","0.714","0"
"Kane","All I Can Do","0.111","0.266","0.317","2.38E-4","8","0.137","-8.912","1","0.0416","184.326","0.169","0"
"Rainforest Trio","Obsession","0.575","0.682","0.536","0.927","10","0.144","-16.783","0","0.0449","108.02","0.543","0"
"Singing Melody","Someone To Hold","0.159","0.572","0.463","0.0","9","0.157","-11.107","1","0.0809","177.829","0.705","1"
"Ada Jane","The Queen's Treatment","0.574","0.498","0.14","3.18E-5","10","0.0908","-12.974","1","0.0294","108.732","0.127","1"
"Becky Baeling","If You Love Me","0.0187","0.624","0.795","0.0","7","0.177","-4.456","1","0.0463","129.978","0.573","0"
"The Equals","Michael & His Slipper Tree '93","0.493","0.672","0.65","0.0","9","0.182","-12.116","1","0.0398","119.38","0.959","1"
"The Stolen Minks","I Hate You","0.232","0.214","0.89","0.976","2","0.486","-2.052","1","0.0449","122.81","0.679","1"
"The Sterns","Supreme Girl","0.00815","0.499","0.924","0.0","8","0.3","-3.469","1","0.0336","157.811","0.83","0"
"Steve Erquiaga","Prelude In C Minor From The Well Tempered-Clavier","0.993","0.416","0.167","0.895","4","0.0931","-22.152","0","0.059","113.304","0.479","0"
"Thomas Battenstein","Plage de Belle Maison","0.99","0.407","0.0573","0.904","9","0.0931","-27.413","1","0.0597","132.727","0.196","0"
"Francis Dunnery","The Possibilities of Loving You","0.0138","0.303","0.761","0.0955","9","0.0884","-7.144","1","0.102","101.216","0.224","1"
"The Dirty Skirts","Wake","0.0369","0.531","0.933","0.00711","0","0.339","-4.56","1","0.0395","141.889","0.555","1"
"DJ Quik","Born and Raised In Compton","0.0239","0.733","0.442","0.0","10","0.133","-14.498","0","0.37","181.634","0.86","0"
"Asleep At The Wheel","Let Me Go Home Whiskey","0.811","0.629","0.376","0.0025","9","0.0717","-15.606","1","0.0623","142.997","0.55","1"
"Der Moderne Man","Sinnloz/ Anakonda (live)","0.292","0.362","0.815","0.0193","2","0.325","-8.27","0","0.0428","148.279","0.691","0"
"Sukhwinder Singh;Jaspinder Narula","Menu Lagan Lagi","0.491","0.686","0.716","0.0","11","0.181","-9.003","0","0.0784","98.954","0.484","0"
"Skeeter Davis","My Last Date (With You)","0.84","0.428","0.28","9.18E-5","0","0.141","-8.952","1","0.0261","98.241","0.429","1"
"Klimperei","Danser seule 2","0.199","0.0","0.476","0.98","0","0.143","-3.829","1","0.0","0.0","0.0","0"
"Daniel Kobialka","Timeless Spirals","0.983","0.0872","0.206","0.924","9","0.0776","-18.641","1","0.0488","58.42","0.0395","0"
"Los Tres Diamantes","Begin The Beguine","0.861","0.601","0.369","3.49E-6","5","0.0637","-12.144","1","0.0871","146.889","0.341","0"
"La Divina Pastora","Instrumental Traditional","0.506","0.598","0.932","0.897","0","0.295","-5.068","1","0.0455","112.126","0.977","0"
"Horace Andy","Thank You Lord","0.532","0.733","0.565","3.1E-6","11","0.0912","-9.876","0","0.112","76.046","0.872","1"
"Indica","Rock N' Roll","1.29E-4","0.511","0.969","0.746","10","0.784","-7.825","0","0.0443","145.021","0.218","0"
"Eddie Money","Runnin' Away","0.00147","0.593","0.707","0.0058","0","0.081","-11.098","1","0.0347","120.629","0.651","0"
"Johnny Pearson","Running Sabotage","0.25","0.61","0.53","0.742","5","0.108","-14.401","1","0.0272","108.825","0.525","1"
"Bionikworld","Party Favours","0.0024","0.729","0.933","0.662","0","0.121","-7.801","1","0.0508","125.995","0.854","0"
"Dario Marianelli","Falling Apart","0.792","0.147","0.029","0.881","9","0.111","-24.759","1","0.0351","65.693","0.0674","0"
"Klaus Badelt","Dieter's Theme","0.897","0.0812","0.236","0.492","5","0.11","-11.705","1","0.0353","79.476","0.0387","0"
"RUN-DMC","Can I Get A Witness","0.003","0.871","0.636","0.0","11","0.181","-12.604","0","0.261","102.204","0.411","0"
"Frost","Two of a Kind","1.11E-5","0.2","0.892","0.0619","1","0.0901","-6.204","1","0.0735","154.821","0.0597","1"
"Jimmy Wayne","Are You Ever Gonna Love Me?","0.473","0.38","0.544","1.28E-6","7","0.137","-5.399","0","0.0284","142.499","0.136","0"
"Patsy Cline","I Cried All The Way To The Altar","0.621","0.484","0.23","0.0","7","0.0691","-8.025","1","0.029","92.665","0.5","1"
"Christophe Beck","Why Jack Called","0.953","0.231","0.0168","0.838","10","0.0795","-25.532","1","0.0409","49.223","0.0369","1"
"David Banner / Sky / Marcus","The Christmas Song","0.0135","0.614","0.75","0.0","7","0.727","-5.234","1","0.228","174.136","0.41","0"
"Word","Il rosso","0.0181","0.89","0.78","0.0","10","0.117","-3.868","0","0.301","104.001","0.819","0"
"Birmingham Jubilee Singers","Rollin' Down To Jordan","0.991","0.506","0.232","2.02E-6","8","0.147","-13.477","1","0.0343","94.909","0.669","0"
"Los Fabulosos Cadillacs","Noches Arabes","0.0333","0.784","0.469","0.763","0","0.0855","-15.948","0","0.0517","124.932","0.785","0"
"Dora The Explorer","Travel Song (Reprise)","0.654","0.826","0.881","0.435","2","0.0841","-6.637","1","0.0593","124.026","0.926","1"
"Usher","Moving Mountains","0.0856","0.72","0.734","0.0","6","0.303","-4.515","1","0.0316","115.999","0.37","1"
"The In Crowd","Back A Yard","0.149","0.844","0.597","0.0","1","0.432","-7.065","0","0.088","121.951","0.911","1"
"Sophie B. Hawkins","I Want You","0.604","0.474","0.468","0.0399","11","0.0707","-11.424","1","0.0543","98.443","0.308","1"
"Jay Tee & Baby Bash","All Over Me","0.151","0.788","0.722","0.0","8","0.283","-5.695","1","0.203","99.031","0.717","1"
"Cassidy featuring R. Kelly","Hotel","0.107","0.679","0.644","0.0","0","0.107","-6.867","1","0.21","91.259","0.411","1"
"The Forms","Red Gun","0.524","0.747","0.641","0.0276","11","0.113","-8.684","1","0.0275","108.932","0.852","1"
"Vickie Winans","Stand Up and Praise Him","0.0778","0.757","0.843","1.29E-5","5","0.0283","-9.04","0","0.0373","113.854","0.813","0"
"Sensations","Superscout","0.0217","0.311","0.776","0.0","11","0.131","-8.296","0","0.0614","94.115","0.586","0"
"Arthur Tracy","A Sailboat In The Moonlight","0.982","0.362","0.172","0.0705","0","0.153","-15.122","1","0.0428","67.36","0.178","0"
"Ec8or","Cocain Ducks","0.0205","0.46","0.847","0.105","6","0.385","-9.548","1","0.153","95.444","0.174","0"
"Glen Campbell And Bobbie Gentry","Mornin' Glory","0.58","0.34","0.309","0.0","9","0.0907","-14.399","1","0.0306","109.92","0.561","1"
"Alice In Chains","Angry Chair","0.0443","0.325","0.937","0.0","8","0.0442","-6.295","1","0.085","106.989","0.158","0"
"Time Factory","Seize the day","0.0616","0.599","0.651","0.00708","9","0.402","-9.724","0","0.0437","159.909","0.527","0"
"Sir Neville Marriner","Two Elegiac Melodies Op. 34: 2. The Last Spring","0.906","0.0837","0.0906","0.808","7","0.384","-21.812","1","0.0482","84.275","0.0349","1"
"Tomash Gee","Bad","0.00101","0.496","0.998","0.939","1","0.627","-4.411","1","0.0878","147.002","0.25","0"
"Michael Jackson","Just A Little Bit Of You","0.57","0.735","0.673","0.0","8","0.0887","-9.703","1","0.0343","110.15","0.919","1"
"The Tokens","La Bamba","0.591","0.558","0.72","0.0295","0","0.635","-10.555","1","0.116","169.713","0.962","1"
"Sex Pistols","100 Club 1996 ''We Love You Beatles'' - Live","0.969","0.565","0.638","0.0","3","0.724","-7.749","1","0.889","165.672","0.915","0"
"Tom Petty And The Heartbreakers","Mary Jane's Last Dance","0.0272","0.464","0.655","1.34E-6","7","0.328","-9.058","0","0.0608","169.515","0.531","1"
"Taking Back Sunday","You Know How I Do [Live From Bamboozle]","9.0E-6","0.187","0.972","0.0106","3","0.322","-5.625","1","0.125","165.07","0.242","0"
"Bikini Machine","The Race","5.34E-5","0.121","0.781","0.843","9","0.137","-4.349","0","0.0427","163.59","0.0741","1"
"New York Dolls","Trash (live Paris)","0.418","0.265","0.6","0.879","0","0.717","-10.403","1","0.047","109.769","0.499","0"
"Britt Nicole","Hanging On (Medium Key Performance Track Without Background Vocals)","0.0152","0.638","0.432","0.768","6","0.121","-5.303","1","0.041","79.964","0.479","0"
"Gloria Lasso","Le Pull Over","0.885","0.784","0.426","0.0","9","0.126","-10.06","1","0.0366","109.617","0.817","0"
"Richard Walters","All at sea","0.451","0.479","0.331","1.94E-6","10","0.28","-9.21","1","0.0313","127.831","0.126","1"
"Gloria","If Music Be The Food Of Love","0.993","0.154","0.456","0.0145","5","0.695","-10.657","0","0.0538","81.673","0.418","1"
"Jeff Beck","Head For Backstage Pass","0.0556","0.656","0.713","0.787","11","0.0644","-8.831","0","0.0596","131.493","0.964","0"
"U2","Vertigo","1.38E-4","0.416","0.819","0.00108","9","0.122","-3.974","1","0.0613","140.083","0.632","1"
"El Gran Combo De Puerto Rico","No Hay Manera","0.561","0.832","0.627","0.0","7","0.115","-6.538","0","0.0494","96.147","0.95","0"
"Arturo Sandoval","Waheera","0.756","0.642","0.372","0.937","0","0.0707","-10.397","1","0.0331","100.041","0.157","0"
"Liquid Soul","Dysfunction","0.1","0.659","0.637","3.08E-4","5","0.328","-8.793","0","0.0513","91.929","0.549","0"
"Sandi Thom","I Wish I Was A Punk Rocker (With Flowers In My Hair)","0.544","0.7","0.465","0.0","4","0.606","-6.815","1","0.358","108.102","0.719","0"
"brokeNCYDE","Freaxxx","0.00204","0.566","0.74","0.0","1","0.127","-6.693","1","0.144","119.884","0.131","0"
"Vincenzo","Valium","0.0255","0.784","0.355","0.881","10","0.099","-14.596","0","0.15","123.973","0.307","0"
"Deitrick Haddon","Don't Take Your Spirit Away","0.171","0.807","0.617","2.55E-4","0","0.0868","-6.606","1","0.0357","131.071","0.884","0"
"Otis Spann","Evil Ways","0.991","0.518","0.445","0.367","5","0.278","-11.567","1","0.0295","115.348","0.57","0"
"The Del McCoury Band","Don't You Think It's Time To Go","0.587","0.65","0.5","3.2E-5","10","0.099","-9.894","1","0.0336","106.062","0.844","0"
"Christina Aguilera","Beautiful","0.578","0.457","0.573","3.05E-6","5","0.114","-3.866","0","0.0275","76.193","0.0992","1"
"Kiprich","Dem a Talk","0.211","0.622","0.909","0.0","8","0.0823","-4.799","0","0.234","111.726","0.817","0"
"Casiotone For The Painfully Alone","Rice Dream Girl","0.634","0.54","0.825","0.941","0","0.262","-4.779","1","0.0356","131.126","0.297","1"
"Since The Flood","Guardian Angel","9.91E-5","0.177","0.981","6.25E-5","1","0.098","-2.099","1","0.0981","177.136","0.442","0"
"Vanessa Daou","Evening","0.212","0.686","0.519","0.00534","1","0.112","-12.253","1","0.0405","144.91","0.355","0"
"Wailing Souls","Very Well","0.147","0.897","0.522","0.00613","0","0.14","-9.604","1","0.121","124.741","0.91","0"
"Eberhard Weber","Unfinished Self-Portrait","0.903","0.713","0.0405","0.924","8","0.1","-25.847","1","0.0308","99.352","0.518","0"
"Otis Spann","No More Doggin'","0.262","0.521","0.54","4.93E-4","0","0.307","-12.225","1","0.0386","124.524","0.898","1"
"Stockhausen Waterman","String 'Em Up","0.0253","0.528","0.894","0.532","5","0.35","-8.014","1","0.0334","119.954","0.814","0"
"Arsonists Get All The Girls","Violence in Fluid Triceratops","3.2E-5","0.332","0.97","0.0249","1","0.0601","-3.611","1","0.0714","129.963","0.305","1"
"The Plasmatics","Living Dead","1.3E-4","0.211","0.885","0.191","2","0.189","-3.941","1","0.0749","132.541","0.379","0"
"Shade Sheist / N.U.N.E. / King Arthur","The Urban Gospel","0.00168","0.908","0.486","2.2E-4","1","0.114","-8.259","1","0.18","89.898","0.575","0"
"Alice Stuart","Woman Blue","0.936","0.507","0.0616","5.08E-5","0","0.0962","-9.851","0","0.0424","120.497","0.242","0"
"Vanessa Bell Armstrong","Walking Miracle","0.634","0.501","0.549","0.0","10","0.154","-6.793","1","0.0931","160.016","0.703","0"
"Alexandre Desplat","Le Chagrin de Coco","0.892","0.0718","0.128","0.575","5","0.0778","-19.578","0","0.0354","75.034","0.0376","0"
"Gabriel Yared","Ship in a Painting","0.152","0.195","0.481","0.966","9","0.0885","-15.872","1","0.0391","63.904","0.101","0"
"Steve Green","Even A Child - Proverbs 20:11","0.511","0.598","0.403","0.0","0","0.141","-12.992","1","0.192","74.001","0.936","0"
"Conjunto Clasico","Mi Suegra","0.251","0.556","0.816","0.0","0","0.129","-6.914","1","0.0504","92.379","0.926","0"
"The Distillers","World Comes Tumblin' Down","6.47E-4","0.164","0.97","0.00977","7","0.2","-3.479","1","0.0692","172.118","0.318","0"
"Shirley Caesar","Cornerstone","0.467","0.65","0.68","0.0","8","0.12","-6.169","1","0.0477","98.037","0.443","0"
"Set Your Goals","the fallen...","0.0062","0.268","0.998","1.71E-5","8","0.108","-1.522","1","0.388","194.655","0.227","0"
"The Jordanaires","You Gave Me A Mountain","0.767","0.478","0.243","0.0551","10","0.0833","-18.288","1","0.0264","95.415","0.303","1"
"Markscheider Kunst","Dj","0.00722","0.807","0.395","0.0501","11","0.12","-16.965","1","0.0485","130.005","0.809","0"
"Jennifer Lopez","Still","0.0513","0.737","0.674","9.47E-4","6","0.211","-5.196","1","0.0352","95.691","0.393","0"
"Birmingham Jubilee Singers","Toot Toot Dixie Bound","0.966","0.656","0.266","0.0","10","0.0567","-10.167","1","0.165","82.06","0.634","0"
"Clarence Fountain","Beams Of Heaven","0.0201","0.201","0.277","0.0205","9","0.105","-18.437","1","0.0351","99.937","0.145","0"
"Kali","No. 284","0.00145","0.728","0.703","0.807","2","0.0861","-11.35","1","0.056","129.007","0.453","0"
"Phantom Planet","After Hours","0.00108","0.591","0.798","5.55E-5","4","0.174","-6.007","1","0.0426","113.863","0.553","0"
"Yndio","Mi Vida Se Pinto De Gris","0.202","0.751","0.749","0.0","6","0.346","-6.159","0","0.0434","108.028","0.854","0"
"Danny Williams","The Wonderful World Of The Young","0.944","0.194","0.251","0.0","8","0.0997","-12.959","1","0.0371","179.31","0.31","1"
"Dax Riggs","Ouroboros","0.505","0.723","0.269","0.0","2","0.0956","-11.21","1","0.188","166.854","0.655","0"
"Vince Guaraldi Trio","Yesterdays","0.995","0.434","0.042","0.946","7","0.12","-24.739","0","0.0406","100.752","0.0599","0"
"Desert Dwellers","Pranafestation","0.16","0.392","0.644","0.735","7","0.0801","-8.73","0","0.0379","129.994","0.141","0"
"Janet Jackson","Interlude: Livin'...In Complete Darkness","0.917","0.171","0.26","0.00805","2","0.129","-19.212","0","0.0383","152.473","0.196","0"
"Nick Jonas & The Administration","State of Emergency","0.0743","0.617","0.793","4.97E-6","6","0.209","-4.383","1","0.0342","92.173","0.793","0"
"Aynsley Lister","Crazy","0.622","0.886","0.461","0.00317","2","0.325","-8.684","1","0.0521","96.42","0.718","0"
"The Keys","From Tense To Loose To Slack","0.168","0.426","0.682","4.59E-4","9","0.0926","-9.374","1","0.0299","91.489","0.618","1"
"Dale Russ / Finn MacGinty","Hornpipes: The First of May / the New Century","0.83","0.598","0.469","4.21E-5","7","0.137","-6.598","1","0.044","94.798","0.914","0"
"Slim Whitman","Serenade","0.764","0.419","0.231","0.0","0","0.0662","-10.14","1","0.0282","100.322","0.266","0"
"Piero Umiliani","Ricerca nell' isola","0.941","0.303","0.0445","0.79","9","0.107","-19.892","0","0.0363","102.721","0.047","0"
"Ricky Martin Feat. La Mari de ""Chambao","Tu Recuerdo","0.502","0.4","0.82","0.0","0","0.712","-5.235","0","0.103","83.415","0.398","0"
"Russell Malone","Sugar Buzz","0.805","0.396","0.494","0.816","8","0.264","-13.137","1","0.0406","115.62","0.717","1"
